street,City,State,Latitude,Longitude,Accuracy Score,Accuracy Type,County,Zip,Country,Source
3500 KIMBO RD,Fort Worth,TX,32.797639,-97.296974,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
3600 CRENSHAW AV,Fort Worth,TX,32.718016,-97.272842,1,rooftop,Tarrant County,76105,US,Tarrant County
3600 HAMILTON AVE,Fort Worth,TX,32.755587,-97.370631,1,rooftop,Tarrant County,76107,US,Tarrant County
3600 S INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
3600 SMOKE TREE TRL,Fort Worth,TX,32.815809,-97.083231,1,rooftop,Tarrant County,76040,US,Tarrant County
3600 SOUTH HILLS AV,Fort Worth,TX,32.696173,-97.370162,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
3700 AVE I,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3700 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3700 BRIGHT ST,Fort Worth,TX,32.708692,-97.271268,1,rooftop,Tarrant County,76119,US,Tarrant County
3700 CANDACE DR,Fort Worth,TX,32.708785,-97.240406,0.8,street_center,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
3700 CAROLYN RD,Fort Worth,TX,32.696235,-97.368163,1,range_interpolation,Tarrant County,76109,US,TIGER/Line® dataset from the US Census Bureau
3700 COVE MEADOW LN,Fort Worth,TX,32.620631,-97.373521,1,rooftop,Tarrant County,76123,US,Tarrant County
3700 FORBES ST,Fort Worth,TX,32.715474,-97.269868,1,rooftop,Tarrant County,76105,US,Tarrant County
3700 GROVER AVE,Fort Worth,TX,32.811002,-97.327311,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
3700 HULEN PARK CI,Fort Worth,TX,32.624628,-97.372504,1,rooftop,Tarrant County,76123,US,Tarrant County
3700 LAWNDALE AVE,Fort Worth,TX,32.656862,-97.370826,1,rooftop,Tarrant County,76133,US,Tarrant County
3800 AVE M,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3800 BEE TREE LN,Fort Worth,TX,32.629449,-97.37619,1,rooftop,Tarrant County,76133,US,Tarrant County
3800 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,0,0,0,,,,,
3800 IRISH SETTER DR,Fort Worth,TX,32.608361,-97.376829,1,range_interpolation,Tarrant County,76123,US,TIGER/Line® dataset from the US Census Bureau
3800 LOST CREEK BL,Fort Worth,TX,32.537178,-97.176037,0.8,street_center,Johnson County,76063,US,TIGER/Line® dataset from the US Census Bureau
3800 RADFORD RD,Fort Worth,TX,32.708402,-97.234306,1,rooftop,Tarrant County,76119,US,Tarrant County
3800 WG. DANIELS DR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3900 AVE H,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
3900 COUNTRY LN,Fort Worth,TX,32.61036,-97.378792,1,rooftop,Tarrant County,76123,US,Tarrant County
3900 MANTIS ST,Fort Worth,TX,32.814272,-97.401414,1,range_interpolation,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
3900 RINGDOVE WAY,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
400 NORTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.754938,-97.480555,0.2,rooftop,Tarrant County,76119,US,Tarrant County
400 NW JIM WRIGHT FW,Fort Worth,TX,32.837623,-97.357646,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4000 CALMONT AV,Fort Worth,TX,32.733813,-97.376977,1,rooftop,Tarrant County,76107,US,Tarrant County
4000 CARLSBAD WAY,Fort Worth,TX,32.897977,-97.302509,1,rooftop,Tarrant County,76244,US,Tarrant County
4000 FRAZIER AVE,Fort Worth,TX,32.690188,-97.350983,1,rooftop,Tarrant County,76110,US,Tarrant County
4000 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.704284,-97.234936,0.2,rooftop,Tarrant County,76119,US,Tarrant County
4100 ALAMO AVE,Fort Worth,TX,32.728991,-97.378873,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
4100 BLUE MOUND RD,Fort Worth,TX,32.818794,-97.342068,1,rooftop,Tarrant County,76106,US,Tarrant County
4100 EAST FREEWAY,Fort Worth,TX,32.744976,-97.279354,0.8,street_center,Tarrant County,76103,US,TIGER/Line® dataset from the US Census Bureau
4100 LISBON ST,Fort Worth,TX,32.727898,-97.378,1,rooftop,Tarrant County,76107,US,Tarrant County
4100 TOWNSEND DR,Fort Worth,TX,32.6884,-97.349816,1,rooftop,Tarrant County,76115,US,Tarrant County
4200 APPLEYARD DR,Fort Worth,TX,32.892211,-97.297639,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
4200 AVE J,Fort Worth,TX,32.771419,-97.291484,1,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4200 BRADY DR,Fort Worth,TX,32.701132,-97.23746,1,rooftop,Tarrant County,76119,US,Tarrant County
4200 INSURANCE LN,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
4200 SWEETGUM WAY,Fort Worth,TX,32.629538,-97.383672,1,rooftop,Tarrant County,76133,US,Tarrant County
4200 WINFIELD AVE,Fort Worth,TX,32.6888,-97.368467,1,rooftop,Tarrant County,76109,US,Tarrant County
4300 COCKRELL AVE,Fort Worth,TX,32.684422,-97.35999,1,rooftop,Tarrant County,76133,US,Tarrant County
4300 E BERRY ST,Fort Worth,TX,32.712978,-97.259566,1,rooftop,Tarrant County,76119,US,Tarrant County
4300 QUAILS LN,Fort Worth,TX,32.704965,-97.259056,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
4400 COCKRELL AVE,Fort Worth,TX,32.683305,-97.360004,1,rooftop,Tarrant County,76133,US,Tarrant County
4400 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,0,0,0,,,,,
4400 FLETCHER AVE,Fort Worth,TX,32.724034,-97.38375,1,rooftop,Tarrant County,76107,US,Tarrant County
4400 GATEWAY PARK DR,Fort Worth,TX,32.671681,-97.235962,0.8,street_center,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
4500 CAREY ST,Fort Worth,TX,32.698115,-97.243316,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
4500 NAUTILUS CI,Fort Worth,TX,32.823195,-97.382806,1,range_interpolation,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4500 SUMMERBROOK CIR,Fort Worth,TX,32.88053,-97.288043,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
4500 TRUELAND DR,Fort Worth,TX,32.698909,-97.283828,1,rooftop,Tarrant County,76119,US,Tarrant County
4600 ANGELINA WAY,Fort Worth,TX,32.882824,-97.287793,1,rooftop,Tarrant County,76137,US,Tarrant County
4600 MONASTERY DR,Fort Worth,TX,32.681086,-97.299073,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
4600 PARKMOUNT DR,Fort Worth,TX,32.881615,-97.287997,1,rooftop,Tarrant County,76137,US,Tarrant County
4600 S INTERSTATE 820 FW,Fort Worth,TX,0,0,0,,,,,
4600 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.694794,-97.23618,0.2,rooftop,Tarrant County,76119,US,Tarrant County
4700 AUBURN RIDGE DR,Fort Worth,TX,32.615207,-97.398161,1,rooftop,Tarrant County,76123,US,Tarrant County
4700 BRYANT IRVIN CT,Fort Worth,TX,32.749383,-97.358659,1,rooftop,Tarrant County,76107,US,Tarrant County
4700 HORNE ST,Fort Worth,TX,32.715003,-97.408094,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
4700 LOWELL LN,Fort Worth,TX,32.678927,-97.373855,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
4700 MEADOWBROOK DR,Fort Worth,TX,32.745425,-97.252253,1,rooftop,Tarrant County,76103,US,Tarrant County
4700 NAVAJO WAY,Fort Worth,TX,32.877631,-97.281636,1,rooftop,Tarrant County,76137,US,Tarrant County
4700 SCOTS BRIAR LN,Fort Worth,TX,32.867972,-97.284709,1,rooftop,Tarrant County,76137,US,Tarrant County
4800 APPLEWOOD RD,Fort Worth,TX,32.63061,-97.395105,1,rooftop,Tarrant County,76133,US,Tarrant County
4800 CHAPMAN ST,Fort Worth,TX,32.723931,-97.251189,1,range_interpolation,Tarrant County,76105,US,TIGER/Line® dataset from the US Census Bureau
4800 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,32.828308,-97.379958,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
4800 LOWELL LN,Fort Worth,TX,32.677168,-97.375411,1,rooftop,Tarrant County,76133,US,Tarrant County
4800 SUMMER OAKS LN,Fort Worth,TX,32.622287,-97.396459,1,range_interpolation,Tarrant County,76123,US,TIGER/Line® dataset from the US Census Bureau
4800 WELLESLEY AV,Fort Worth,TX,32.725598,-97.39165,1,rooftop,Tarrant County,76107,US,Tarrant County
4900 WILD OATS DR,Fort Worth,TX,32.885583,-97.398679,1,rooftop,Tarrant County,76179,US,Tarrant County
500 CATHERINE ST,Fort Worth,TX,32.739605,-97.24659,1,rooftop,Tarrant County,76103,US,Tarrant County
500 FLINT ST,Fort Worth,TX,32.686522,-97.329558,1,range_interpolation,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
500 S JIM WRIGHT FW,Fort Worth,TX,32.755257,-97.47935,0.8,street_center,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
5000 FAIRFAX ST,Fort Worth,TX,32.700855,-97.446038,1,rooftop,Tarrant County,76116,US,Tarrant County
5000 MARTIN LUTHER KING FW,Fort Worth,TX,32.738296,-97.299033,0.8,street_center,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
5000 MOSSON RD,Fort Worth,TX,32.675038,-97.248231,1,rooftop,Tarrant County,76119,US,Tarrant County
5000 NORTHFORK RD,Fort Worth,TX,32.686926,-97.237217,1,rooftop,Tarrant County,76119,US,Tarrant County
5000 OVERTON RIDGE CI,Fort Worth,TX,32.677143,-97.403902,1,rooftop,Tarrant County,76132,US,Tarrant County
5100 MAYAN RANCH RD,Fort Worth,TX,32.677711,-97.402414,1,range_interpolation,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
5100 NORTH BRANCH DR,Fort Worth,TX,32.67178,-97.431449,1,range_interpolation,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
5100 PAMELA DR,Fort Worth,TX,32.69826,-97.448144,1,rooftop,Tarrant County,76116,US,Tarrant County
5100 TURTLE CREEK CT,Fort Worth,TX,32.710127,-97.418178,1,rooftop,Tarrant County,76116,US,Tarrant County
5200 APPALACHIAN WAY,Fort Worth,TX,32.637888,-97.403545,1,rooftop,Tarrant County,76123,US,Tarrant County
5200 THISTLE DR,Fort Worth,TX,32.673154,-97.409395,0.8,range_interpolation,Tarrant County,76132,US,TIGER/Line® dataset from the US Census Bureau
5300 CONROY ST,Fort Worth,TX,32.667882,-97.311399,1,rooftop,Tarrant County,76134,US,Tarrant County
5300 GOLDEN TRIANGLE BL,Fort Worth,TX,32.937237,-97.26706,0.8,street_center,Tarrant County,76244,US,TIGER/Line® dataset from the US Census Bureau
5300 MOSSON RD,Fort Worth,TX,32.675012,-97.242092,1,rooftop,Tarrant County,76119,US,Tarrant County
5300 TURNER ST,Fort Worth,TX,32.71199,-97.241058,1,rooftop,Tarrant County,76105,US,Tarrant County
5400 BIG FORK RD,Fort Worth,TX,32.686926,-97.237217,1,rooftop,Tarrant County,76119,US,Tarrant County
5400 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.843205,-97.311531,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
5400 TINKERBELL LN,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
5500 MAC ARTHUR DR,Fort Worth,TX,32.729111,-97.237214,1,rooftop,Tarrant County,76112,US,Tarrant County
5500 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.668698,-97.324781,0.9,rooftop,Tarrant County,76115,US,Tarrant County
5500 TRAIL LAKE DR,Fort Worth,TX,32.668137,-97.386496,1,rooftop,Tarrant County,76133,US,Tarrant County
5500 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.668698,-97.324781,0.9,rooftop,Tarrant County,76115,US,Tarrant County
5700 BIRCHMAN AVE,Fort Worth,TX,32.734839,-97.40785,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
5800 FAIRGLEN AVE,Fort Worth,TX,32.847729,-97.305413,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
5800 HOUGHTON AVE,Fort Worth,TX,32.72673,-97.409979,1,rooftop,Tarrant County,76107,US,Tarrant County
5800 LINCOLN MEADOWS CI,Fort Worth,TX,32.762437,-97.232295,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
5800 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.84979,-97.312421,0.8,range_interpolation,Tarrant County,76131,US,TIGER/Line® dataset from the US Census Bureau
5800 RICKENBACKER PL,Fort Worth,TX,32.721888,-97.231045,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
5800 WELLESLEY AVE,Fort Worth,TX,32.725775,-97.409986,1,rooftop,Tarrant County,76107,US,Tarrant County
5900 FAIRGLEN AV,Fort Worth,TX,32.849862,-97.305394,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
5900 HELMICK AVE,Fort Worth,TX,32.716784,-97.411724,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
600 FLINT ST,Fort Worth,TX,32.686818,-97.330489,1,range_interpolation,Tarrant County,76115,US,TIGER/Line® dataset from the US Census Bureau
600 N NORTH SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.74001,-97.101551,1,range_interpolation,Tarrant County,76011,US,TIGER/Line® dataset from the US Census Bureau
600 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,32.726778,-97.480155,0.8,street_center,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
6000 LAKE WORTH BL,Fort Worth,TX,32.804929,-97.412419,1,rooftop,Tarrant County,76135,US,Tarrant County
6000 LUCAS CT,Fort Worth,TX,32.720141,-97.227306,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
6100 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,0,0,0,,,,,
6100 NW JIM WRIGHT FW,Fort Worth,TX,32.837623,-97.357646,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
6200 EAST FREEWAY,Fort Worth,TX,32.659458,-97.323031,0.9,rooftop,Tarrant County,76134,US,Tarrant County
6200 PERSHING AV,Fort Worth,TX,32.735946,-97.393147,0.8,street_center,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
6200 SPRING BUCK RU,Fort Worth,TX,32.878857,-97.417297,1,rooftop,Tarrant County,76179,US,Tarrant County
6300 EAST FREEWAY,Fort Worth,TX,32.857133,-97.312352,0.9,rooftop,Tarrant County,76137,US,Tarrant County
6300 PINIONPARK WAY,Fort Worth,TX,32.838652,-97.421959,1,range_interpolation,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
6300 WICHITA ST,Fort Worth,TX,32.666522,-97.280391,1,range_interpolation,Tarrant County,76119,US,TIGER/Line® dataset from the US Census Bureau
6400 TRAIL LAKE DR,Fort Worth,TX,32.654297,-97.401611,1,rooftop,Tarrant County,76133,US,Tarrant County
6400 WINIFRED DR,Fort Worth,TX,32.654125,-97.400268,1,rooftop,Tarrant County,76133,US,Tarrant County
6500 NW JIM WRIGHT FW,Fort Worth,TX,32.837623,-97.357646,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
6500 SOUTHWEST LOOP INTERSTATE 820,Fort Worth,TX,32.664455,-97.292001,0.8,street_center,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
6500 WRIGLEY WAY,Fort Worth,TX,32.651374,-97.400696,1,rooftop,Tarrant County,76133,US,Tarrant County
6800 EGAN WAY,Fort Worth,TX,32.866096,-97.302611,1,rooftop,Tarrant County,76137,US,Tarrant County
6800 MIDDLE RD,Fort Worth,TX,32.710198,-97.426953,1,rooftop,Tarrant County,76116,US,Tarrant County
6800 VALLEY CREEK DR,Fort Worth,TX,32.859369,-97.399919,1,rooftop,Tarrant County,76179,US,Tarrant County
6800 WOODWAY DR,Fort Worth,TX,32.645664,-97.377614,1,rooftop,Tarrant County,76133,US,Tarrant County
6900 GREEN OAKS RD,Fort Worth,TX,32.744022,-97.438148,1,rooftop,Tarrant County,76116,US,Tarrant County
6900 N BEACH ST,Fort Worth,TX,32.865317,-97.290924,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
6900 SHERIDAN RD,Fort Worth,TX,32.645116,-97.32578,1,rooftop,Tarrant County,76134,US,Tarrant County
6900 TREEHAVEN RD,Fort Worth,TX,32.701929,-97.432623,1,rooftop,Tarrant County,76116,US,Tarrant County
700 ADOLPHUS CIR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
700 BRIDGEWOOD CIR,Fort Worth,TX,32.76923,-97.21668,1,range_interpolation,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
7000 SANDYBROOK DR,Fort Worth,TX,32.771881,-97.207167,1,rooftop,Tarrant County,76120,US,Tarrant County
7000 TERRA CHASE CV,Fort Worth,TX,32.867151,-97.314036,1,range_interpolation,Tarrant County,76137,US,TIGER/Line® dataset from the US Census Bureau
7000 TREEHAVEN RD,Fort Worth,TX,32.703305,-97.434904,1,rooftop,Tarrant County,76116,US,Tarrant County
7000 WOODMOOR RD,Fort Worth,TX,32.642412,-97.372655,0.8,street_center,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
7100 OLD MILL RU,Fort Worth,TX,32.641778,-97.383226,1,range_interpolation,Tarrant County,76133,US,TIGER/Line® dataset from the US Census Bureau
7200 MIDWAY RD,Fort Worth,TX,32.794384,-97.226863,1,range_interpolation,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
7200 PARK WEST CI,Fort Worth,TX,32.640119,-97.348492,1,range_interpolation,Tarrant County,76134,US,TIGER/Line® dataset from the US Census Bureau
7300 EAST FREEWAY,Fort Worth,TX,32.639001,-97.322559,0.9,rooftop,Tarrant County,76134,US,Tarrant County
7300 STRAWBERRY WAY,Fort Worth,TX,32.871439,-97.297637,1,rooftop,Tarrant County,76137,US,Tarrant County
7400 SNOW RIDGE DR,Fort Worth,TX,32.873144,-97.323847,0.8,rooftop,Tarrant County,76131,US,Tarrant County
7400 WILL ROGERS BL,Fort Worth,TX,32.641453,-97.312876,1,range_interpolation,Tarrant County,76140,US,TIGER/Line® dataset from the US Census Bureau
7500 BLUE SAGE CIR,Fort Worth,TX,32.634644,-97.36275,1,rooftop,Tarrant County,76123,US,Tarrant County
7500 EAST FREEWAY,Fort Worth,TX,32.744976,-97.279354,0.8,street_center,Tarrant County,76103,US,TIGER/Line® dataset from the US Census Bureau
7500 LOVE CIR,Fort Worth,TX,32.825855,-97.451801,1,rooftop,Tarrant County,76135,US,Tarrant County
7500 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,32.714003,-97.320298,0.8,street_center,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
7600 INDIGO RIDGE DR,Fort Worth,TX,32.877161,-97.322056,1,rooftop,Tarrant County,76131,US,Tarrant County
7700 FOREST HILL DR,Fort Worth,TX,32.642699,-97.272614,1,rooftop,Tarrant County,76140,US,Tarrant County
7700 PORTMAN AVE,Fort Worth,TX,32.740909,-97.1896,1,rooftop,Tarrant County,76112,US,Tarrant County
7800 JARVIS WAY,Fort Worth,TX,32.817646,-97.457989,1,range_interpolation,Tarrant County,76135,US,TIGER/Line® dataset from the US Census Bureau
7900 EAST FREEWAY,Fort Worth,TX,32.744976,-97.279354,0.8,street_center,Tarrant County,76103,US,TIGER/Line® dataset from the US Census Bureau
7900 PARKWOOD HILL BL,Fort Worth,TX,32.884714,-97.266952,0.9,rooftop,Tarrant County,76137,US,Tarrant County
800 CURRIE ST,Fort Worth,TX,32.750996,-97.358333,1,range_interpolation,Tarrant County,76107,US,TIGER/Line® dataset from the US Census Bureau
800 TENNESSEE AVE,Fort Worth,TX,32.736352,-97.3122,1,range_interpolation,Tarrant County,76104,US,TIGER/Line® dataset from the US Census Bureau
8100 BERKSHIRE DR,Fort Worth,TX,32.888171,-97.290846,1,rooftop,Tarrant County,76137,US,Tarrant County
8100 FOX CHASE DR,Fort Worth,TX,32.88922,-97.301361,1,rooftop,Tarrant County,76137,US,Tarrant County
8300 BIG HORN WAY,Fort Worth,TX,32.889565,-97.273215,1,rooftop,Tarrant County,76137,US,Tarrant County
8300 HORSE WHISPER LN,Fort Worth,TX,32.889789,-97.338889,1,rooftop,Tarrant County,76131,US,Tarrant County
8400 BANGOR DR,Fort Worth,TX,32.719757,-97.461908,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
8400 BIG HORN WAY,Fort Worth,TX,32.891203,-97.272967,1,rooftop,Tarrant County,76137,US,Tarrant County
8400 CALMONT AV,Fort Worth,TX,32.735908,-97.463466,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
8500 CROWLEY RD,Fort Worth,TX,32.627894,-97.351063,1,rooftop,Tarrant County,76134,US,Tarrant County
8600 HAWKVIEW DR,Fort Worth,TX,32.877942,-97.395079,1,rooftop,Tarrant County,76179,US,Tarrant County
8600 RAY WHITE RD,Fort Worth,TX,32.801252,-97.195241,0.33,place,Tarrant County,76118,US,TIGER/Line® dataset from the US Census Bureau
8700 ELBE TRL,Fort Worth,TX,32.798815,-97.191072,1,rooftop,Tarrant County,76118,US,Tarrant County
8800 BRUSHY CREEK TRL,Fort Worth,TX,32.799258,-97.188809,1,rooftop,Tarrant County,76118,US,Tarrant County
8900 SHARPVIEW DR,Fort Worth,TX,32.733167,-97.471718,1,range_interpolation,Tarrant County,76116,US,TIGER/Line® dataset from the US Census Bureau
900 30 EXIT HENDER,Fort Worth,TX,32.759753,-97.213612,0.8,street_center,Tarrant County,76112,US,TIGER/Line® dataset from the US Census Bureau
900 MEACHAM BL,Fort Worth,TX,32.824394,-97.310205,0.8,street_center,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
900 NEWBERRY TRL,Fort Worth,TX,32.767639,-97.208367,1,range_interpolation,Tarrant County,76120,US,TIGER/Line® dataset from the US Census Bureau
900 SAMUELS AVE,Fort Worth,TX,32.769779,-97.330727,1,range_interpolation,Tarrant County,76102,US,TIGER/Line® dataset from the US Census Bureau
9000 MILL VALLEY CI,Fort Worth,TX,32.875106,-97.16588,0.8,street_center,Tarrant County,76034,US,TIGER/Line® dataset from the US Census Bureau
9000 OLD CLYDESDALE DR,Fort Worth,TX,32.61096,-97.384612,1,rooftop,Tarrant County,76123,US,Tarrant County
9000 SUNRIDGE CI,Fort Worth,TX,32.759609,-97.158903,1,range_interpolation,Tarrant County,76120,US,TIGER/Line® dataset from the US Census Bureau
9000 TIERRA VERDE DR,Fort Worth,TX,32.907491,-97.325391,0.8,street_center,Tarrant County,76131,US,TIGER/Line® dataset from the US Census Bureau
9100 OLD CLYDESDALE DR,Fort Worth,TX,32.609712,-97.384622,1,rooftop,Tarrant County,76123,US,Tarrant County
9200 ODEUM DR,Fort Worth,TX,32.74967,-97.404074,0.8,street_center,Tarrant County,76114,US,TIGER/Line® dataset from the US Census Bureau
9500 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,32.616217,-97.322948,1,rooftop,Tarrant County,76140,US,Tarrant County
9600 SANTA MONICA DR,Fort Worth,TX,32.72747,-97.488359,1,rooftop,Tarrant County,76116,US,Tarrant County
9600 WILLOW BRANCH WAY,Fort Worth,TX,32.603818,-97.40037,1,range_interpolation,Tarrant County,76123,US,TIGER/Line® dataset from the US Census Bureau
9700 SANTA CLARA DR,Fort Worth,TX,32.72854,-97.491383,1,rooftop,Tarrant County,76108,US,Tarrant County
9900 CARAVELLE CT,Fort Worth,TX,32.747413,-97.493335,1,rooftop,Tarrant County,76108,US,Tarrant County
N BEACH ST CHESSER BOYER RD,Fort Worth,TX,32.808771,-97.290559,1,street_center,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
100 28TH INTERSTATE 35W,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
100 E INTERSTATE 820 FREEWAY,Fort Worth,TX,32.828308,-97.379958,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
100 E INTERSTATE 820 FW,Fort Worth,TX,32.828308,-97.379958,0.8,street_center,Tarrant County,76106,US,TIGER/Line® dataset from the US Census Bureau
100 ISBELL RD,Fort Worth,TX,32.762047,-97.385986,1,rooftop,Tarrant County,76114,US,Tarrant County
100 RIVERSIDE INTERSTATE 30 E,Fort Worth,TX,32.764976,-97.302008,1,rooftop,Tarrant County,76111,US,Tarrant County
100 S JIM WRIGHT FW,Fort Worth,TX,32.760721,-97.479062,1,range_interpolation,Tarrant County,76108,US,TIGER/Line® dataset from the US Census Bureau
100 SHUMER SHUFFLE DR,Fort Worth,TX,32.771419,-97.291484,0.33,place,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
1000 ALSTON AV,Fort Worth,TX,32.734234,-97.334425,1,rooftop,Tarrant County,76104,US,Tarrant County
1000 BARCLAY AVE,Fort Worth,TX,32.776859,-97.30247,1,range_interpolation,Tarrant County,76111,US,TIGER/Line® dataset from the US Census Bureau
1000 E INTERSTATE 820 FREEWAY N,Fort Worth,TX,0,0,0,,,,,
1000 EAGLE RIDGE DR,Fort Worth,TX,32.877616,-97.433944,0.8,street_center,Tarrant County,76179,US,TIGER/Line® dataset from the US Census Bureau
