Block Address,Block Address Expanded,City,State,n
1000 BLOCK NS,1000 NS,Fort Worth,TX,1
1000 BLOCK NW 25TH ST,1000 NW 25TH ST,Fort Worth,TX,1
1000 BLOCK W DOVE LOOP RD,1000 W DOVE LOOP RD,Fort Worth,TX,1
1000 BLOCK Y EAST FR,1000 EAST FR,Fort Worth,TX,1
1000 BLOCK Y SOUTH FR,1000 SOUTH FR,Fort Worth,TX,1
1000 BLOCK Y TEHAMA RIDGE PK,1000 TEHAMA RIDGE PK,Fort Worth,TX,1
10000 BLOCK  BLUE BELL DR,10000 BLUE BELL DR,Fort Worth,TX,2
10000 BLOCK  BREVET LN,10000 BREVET LN,Fort Worth,TX,1
10000 BLOCK  BROILES LN,10000 BROILES LN,Fort Worth,TX,1
10000 BLOCK  BUFFALO GROVE RD,10000 BUFFALO GROVE RD,Fort Worth,TX,1
10000 BLOCK  BULL RU,10000 BULL RU,Fort Worth,TX,17
10000 BLOCK  BUTTE MEADOWS DR,10000 BUTTE MEADOWS DR,Fort Worth,TX,1
10000 BLOCK  CHRYSALIS DR,10000 CHRYSALIS DR,Fort Worth,TX,1
10000 BLOCK  COUGAR TR,10000 COUGAR TR,Fort Worth,TX,1
10000 BLOCK  CRAWFORD FARMS DR,10000 CRAWFORD FARMS DR,Fort Worth,TX,2
10000 BLOCK  GREY CROW DR,10000 GREY CROW DR,Fort Worth,TX,1
10000 BLOCK  HUEY TR,10000 HUEY TR,Fort Worth,TX,1
10000 BLOCK  IRON RIDGE DR,10000 IRON RIDGE DR,Fort Worth,TX,3
10000 BLOCK  JACKSBORO HW,10000 JACKSBORO HW,Fort Worth,TX,1
10000 BLOCK  JESSICA ST,10000 JESSICA ST,Fort Worth,TX,1
10000 BLOCK  LEGACY DR,10000 LEGACY DR,Fort Worth,TX,2
10000 BLOCK  LONG RIFLE DR,10000 LONG RIFLE DR,Fort Worth,TX,1
10000 BLOCK  LONGRANGER LN,10000 LONGRANGER LN,Fort Worth,TX,1
10000 BLOCK  NINE MILE BRIDGE RD,10000 NINE MILE BRIDGE RD,Fort Worth,TX,1
10000 BLOCK  OLD DENTON RD,10000 OLD DENTON RD,Fort Worth,TX,2
10000 BLOCK  OLD GRANBURY RD,10000 OLD GRANBURY RD,Fort Worth,TX,1
10000 BLOCK  PACK SADDLE TRL,10000 PACK SADDLE TRL,Fort Worth,TX,1
10000 BLOCK  PEAR ST,10000 PEAR ST,Fort Worth,TX,1
10000 BLOCK  SHELBURNE RD,10000 SHELBURNE RD,Fort Worth,TX,1
10000 BLOCK  SOUTH FWY,10000 SOUTH FREEWAY,Fort Worth,TX,1
10000 BLOCK  SOUTH FWY SR SB,10000 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
10000 BLOCK  STONEY BRIDGE RD,10000 STONEY BRIDGE RD,Fort Worth,TX,1
10000 BLOCK  WEST FWY SR WB,10000 WEST FREEWAY SERVICE ROAD,Fort Worth,TX,6
10100 BLOCK  BLUE MOUND RD,10100 BLUE MOUND RD,Fort Worth,TX,3
10100 BLOCK  BULL RU,10100 BULL RU,Fort Worth,TX,10
10100 BLOCK  CHAPEL GLEN TE,10100 CHAPEL GLEN TE,Fort Worth,TX,1
10100 BLOCK  CHAPEL HILL CT,10100 CHAPEL HILL CT,Fort Worth,TX,1
10100 BLOCK  CHAPEL ROCK DR,10100 CHAPEL ROCK DR,Fort Worth,TX,3
10100 BLOCK  CHAPEL SPRINGS TR,10100 CHAPEL SPRINGS TR,Fort Worth,TX,1
10100 BLOCK  COUGAR TR,10100 COUGAR TR,Fort Worth,TX,1
10100 BLOCK  DOWNWOOD CT,10100 DOWNWOOD CT,Fort Worth,TX,1
10100 BLOCK  HICKS FIELD RD,10100 HICKS FIELD RD,Fort Worth,TX,2
10100 BLOCK  JACKSBORO HW,10100 JACKSBORO HW,Fort Worth,TX,1
10100 BLOCK  LEATHERWOOD DR,10100 LEATHERWOOD DR,Fort Worth,TX,1
10100 BLOCK  LONGRANGER LN,10100 LONGRANGER LN,Fort Worth,TX,1
10100 BLOCK  LOS BARROS TRL,10100 LOS BARROS TRL,Fort Worth,TX,1
10100 BLOCK  MOUNT PHEASANT CT,10100 MOUNT PHEASANT CT,Fort Worth,TX,1
10100 BLOCK  PACK SADDLE TR,10100 PACK SADDLE TR,Fort Worth,TX,1
10100 BLOCK  PEAR ST,10100 PEAR ST,Fort Worth,TX,1
10100 BLOCK  PEPPERTREE LN,10100 PEPPERTREE LN,Fort Worth,TX,1
10100 BLOCK  POWDER HORN RD,10100 POWDER HORN RD,Fort Worth,TX,1
10100 BLOCK  POWDERHORN RD,10100 POWDERHORN RD,Fort Worth,TX,1
10100 BLOCK  RED BLUFF LN,10100 RED BLUFF LN,Fort Worth,TX,3
10100 BLOCK  RENWICK CV,10100 RENWICK CV,Fort Worth,TX,1
10100 BLOCK  SOUTH FWY,10100 SOUTH FREEWAY,Fort Worth,TX,1
10100 BLOCK  SOUTH FWY SR SB,10100 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,2
10100 BLOCK  WAVERLY LN,10100 WAVERLY LN,Fort Worth,TX,1
10100 BLOCK D SAGINAW BL,10100 SAGINAW BL,Fort Worth,TX,2
10200 BLOCK  ALTA VISTA RD,10200 ALTA VISTA RD,Fort Worth,TX,1
10200 BLOCK  ASH CREEK LN,10200 ASH CREEK LN,Fort Worth,TX,1
10200 BLOCK  AURORA DR,10200 AURORA DR,Fort Worth,TX,1
10200 BLOCK  CANDLEWYCK ST,10200 CANDLEWYCK ST,Fort Worth,TX,2
10200 BLOCK  CROWNE POINTE LN,10200 CROWNE POINTE LN,Fort Worth,TX,2
10200 BLOCK  DAWSON TR,10200 DAWSON TR,Fort Worth,TX,1
10200 BLOCK  DAWSON TRL,10200 DAWSON TRL,Fort Worth,TX,2
10200 BLOCK  FELDSPAR DR,10200 FELDSPAR DR,Fort Worth,TX,2
10200 BLOCK  HARMON RD,10200 HARMON RD,Fort Worth,TX,2
10200 BLOCK  KNIGHTS CT,10200 KNIGHTS CT,Fort Worth,TX,1
10200 BLOCK  LEATHERWOOD DR,10200 LEATHERWOOD DR,Fort Worth,TX,1
10200 BLOCK  LOS BARROS TR,10200 LOS BARROS TR,Fort Worth,TX,1
10200 BLOCK  LOS BARROS TRL,10200 LOS BARROS TRL,Fort Worth,TX,3
10200 BLOCK  PAINTBRUSH DR,10200 PAINTBRUSH DR,Fort Worth,TX,1
10200 BLOCK  PEAR ST,10200 PEAR ST,Fort Worth,TX,1
10200 BLOCK  POINT LOBOS TRL,10200 POINT LOBOS TRL,Fort Worth,TX,3
10200 BLOCK  RED BLUFF LN,10200 RED BLUFF LN,Fort Worth,TX,3
10200 BLOCK  SOURWOOD DR,10200 SOURWOOD DR,Fort Worth,TX,2
10200 BLOCK  SPOONBILL CT,10200 SPOONBILL CT,Fort Worth,TX,2
10200 BLOCK  STONEY BRIDGE RD,10200 STONEY BRIDGE RD,Fort Worth,TX,1
10200 BLOCK  VINTAGE DR,10200 VINTAGE DR,Fort Worth,TX,1
10200 BLOCK  WAREHOUSE WA,10200 WAREHOUSE WAY,Fort Worth,TX,1
10200 BLOCK  WESTWARD DR,10200 WESTWARD DR,Fort Worth,TX,8
10200 BLOCK  WINKLER DR,10200 WINKLER DR,Fort Worth,TX,1
10300 BLOCK  BEAR HOLLOW DR,10300 BEAR HOLLOW DR,Fort Worth,TX,1
10300 BLOCK  BRADSHAW DR,10300 BRADSHAW DR,Fort Worth,TX,2
10300 BLOCK  CRAWFORD FARMS DR,10300 CRAWFORD FARMS DR,Fort Worth,TX,2
10300 BLOCK  DALLAM LN,10300 DALLAM LN,Fort Worth,TX,1
10300 BLOCK  HEMPHILL,10300 HEMPHILL,Fort Worth,TX,1
10300 BLOCK  LAKE TER,10300 LAKE TER,Fort Worth,TX,3
10300 BLOCK  LAKE TERRACE,10300 LAKE TERRACE,Fort Worth,TX,1
10300 BLOCK  LITTLE VALLEY RD,10300 LITTLE VALLEY RD,Fort Worth,TX,5
10300 BLOCK  LONE PINE LN,10300 LONE PINE LN,Fort Worth,TX,3
10300 BLOCK  OAK BRANCH LN,10300 OAK BRANCH LN,Fort Worth,TX,2
10300 BLOCK  OLD DENTON RD,10300 OLD DENTON RD,Fort Worth,TX,4
10300 BLOCK  OLDHAM CT,10300 OLDHAM CT,Fort Worth,TX,1
10300 BLOCK  POINT LOBOS TRL,10300 POINT LOBOS TRL,Fort Worth,TX,4
10300 BLOCK  PYRITE DR,10300 PYRITE DR,Fort Worth,TX,1
10300 BLOCK  STONESIDE TR,10300 STONESIDE TR,Fort Worth,TX,1
10300 BLOCK  STONESIDE TRL,10300 STONESIDE TRL,Fort Worth,TX,1
10300 BLOCK  STUBBS TRL,10300 STUBBS TRL,Fort Worth,TX,1
10300 BLOCK  WATERBURY DR,10300 WATERBURY DR,Fort Worth,TX,1
10300 BLOCK  WHITE SETTLEMENT RD,10300 WHITE SETTLEMENT RD,Fort Worth,TX,1
10300 BLOCK D KINGSPOINT BL,10300 KINGSPOINT BL,Fort Worth,TX,1
10300 BLOCK D TRINITY BL,10300 TRINITY BL,Fort Worth,TX,1
10400 BLOCK  ALTA VISTA RD,10400 ALTA VISTA RD,Fort Worth,TX,5
10400 BLOCK  ARANSAS DR,10400 ARANSAS DR,Fort Worth,TX,1
10400 BLOCK  BEAR HOLLOW DR,10400 BEAR HOLLOW DR,Fort Worth,TX,2
10400 BLOCK  BLACK FOREST LN,10400 BLACK FOREST LN,Fort Worth,TX,2
10400 BLOCK  BRADSHAW DR,10400 BRADSHAW DR,Fort Worth,TX,3
10400 BLOCK  CRAWFORD FARMS DR,10400 CRAWFORD FARMS DR,Fort Worth,TX,2
10400 BLOCK  DONNIS DR,10400 DONNIS DR,Fort Worth,TX,1
10400 BLOCK  EQUESTRIAN TR,10400 EQUESTRIAN TR,Fort Worth,TX,2
10400 BLOCK  EQUESTRIAN TRL,10400 EQUESTRIAN TRL,Fort Worth,TX,2
10400 BLOCK  EVENING VIEW DR,10400 EVENING VIEW DR,Fort Worth,TX,1
10400 BLOCK  GRAYHAWK LN,10400 GRAYHAWK LN,Fort Worth,TX,1
10400 BLOCK  LAKE TER,10400 LAKE TER,Fort Worth,TX,1
10400 BLOCK  MARIA DR,10400 MARIA DR,Fort Worth,TX,1
10400 BLOCK  MELROSE LN,10400 MELROSE LN,Fort Worth,TX,2
10400 BLOCK  NORTH FWY SR SB,10400 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,10
10400 BLOCK  OLD CLEBURNE CROWLEY RD,10400 OLD CLEBURNE CROWLEY RD,Fort Worth,TX,1
10400 BLOCK  STONESIDE TRL,10400 STONESIDE TRL,Fort Worth,TX,1
10400 BLOCK  TURNING LEAF TRL,10400 TURNING LEAF TRL,Fort Worth,TX,1
10400 BLOCK  TWISTING WA,10400 TWISTING WAY,Fort Worth,TX,7
10400 BLOCK  UNITY DR,10400 UNITY DR,Fort Worth,TX,1
10400 BLOCK  WINDING PASSAGE WA,10400 WINDING PASSAGE WAY,Fort Worth,TX,13
10400 BLOCK  WOODRUFF CT,10400 WOODRUFF CT,Fort Worth,TX,2
10400 BLOCK D WESTPOINT BL,10400 WESTPOINT BL,Fort Worth,TX,2
10500 BLOCK  ASTOR DR,10500 ASTOR DR,Fort Worth,TX,1
10500 BLOCK  BIG OAK DR,10500 BIG OAK DR,Fort Worth,TX,1
10500 BLOCK  BRAEWOOD DR,10500 BRAEWOOD DR,Fort Worth,TX,2
10500 BLOCK  DRY VALLEY CT,10500 DRY VALLEY CT,Fort Worth,TX,1
10500 BLOCK  ELK HOLLOW DR,10500 ELK HOLLOW DR,Fort Worth,TX,4
10500 BLOCK  FLAGSTAFF RU,10500 FLAGSTAFF RU,Fort Worth,TX,19
10500 BLOCK  LIPAN TRL,10500 LIPAN TRL,Fort Worth,TX,1
10500 BLOCK  MELROSE LN,10500 MELROSE LN,Fort Worth,TX,1
10500 BLOCK  NORTH FWY SR SB,10500 NORTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
10500 BLOCK  PARK CITY TR,10500 PARK CITY TR,Fort Worth,TX,1
10500 BLOCK  RANCHO VIEJO WA,10500 RANCHO VIEJO WAY,Fort Worth,TX,1
10500 BLOCK  SHADYWOOD DR,10500 SHADYWOOD DR,Fort Worth,TX,2
10500 BLOCK  SOUTH FWY SR NB,10500 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
10500 BLOCK  SOUTH FWY SR SB,10500 SOUTH FREEWAY SERVICE ROAD,Fort Worth,TX,1
10500 BLOCK  UNITY DR,10500 UNITY DR,Fort Worth,TX,1
10500 BLOCK  WINDING PASSAGE WA,10500 WINDING PASSAGE WAY,Fort Worth,TX,3
10500 BLOCK  WINDING PASSAGE WAY,10500 WINDING PASSAGE WAY,Fort Worth,TX,1
10500 BLOCK Y CHISHOLM TRAIL PK,10500 CHISHOLM TRAIL PK,Fort Worth,TX,1
10500 BLOCK Y SASLOW SK,10500 SASLOW SK,Fort Worth,TX,30
10600 BLOCK  AMBLING TR,10600 AMBLING TR,Fort Worth,TX,1
10600 BLOCK  BING DR,10600 BING DR,Fort Worth,TX,2
10600 BLOCK  COPPERWOOD LN,10600 COPPERWOOD LN,Fort Worth,TX,8
10600 BLOCK  DEVINSTONE DR,10600 DEVINSTONE DR,Fort Worth,TX,1
10600 BLOCK  ELK HOLLOW DR,10600 ELK HOLLOW DR,Fort Worth,TX,1
10600 BLOCK  FLAGSTAFF RU,10600 FLAGSTAFF RU,Fort Worth,TX,25
10600 BLOCK  FOOTHILL DR,10600 FOOTHILL DR,Fort Worth,TX,1
10600 BLOCK  FOREST HILL EVERMAN RD,10600 FOREST HILL EVERMAN RD,Fort Worth,TX,1
10600 BLOCK  GRAYHAWK LN,10600 GRAYHAWK LN,Fort Worth,TX,1
10600 BLOCK  GROSSMAN GROOVE LN,10600 GROSSMAN GROOVE LN,Fort Worth,TX,1
10600 BLOCK  KIOWA TRL W,10600 KIOWA TRL W,Fort Worth,TX,1
10600 BLOCK  LIPAN TRL,10600 LIPAN TRL,Fort Worth,TX,1
10600 BLOCK  MANY OAKS DR,10600 MANY OAKS DR,Fort Worth,TX,1
10600 BLOCK  MARKLIN DR,10600 MARKLIN DR,Fort Worth,TX,2
10600 BLOCK  MELROSE LN,10600 MELROSE LN,Fort Worth,TX,1
10600 BLOCK  RANCHO VIEJO WA,10600 RANCHO VIEJO WAY,Fort Worth,TX,1
10600 BLOCK  TOWERWOOD DR,10600 TOWERWOOD DR,Fort Worth,TX,2
10600 BLOCK  VERNA TRL W,10600 VERNA TRL W,Fort Worth,TX,1
10600 BLOCK  WILD OAK DR,10600 WILD OAK DR,Fort Worth,TX,1
10600 BLOCK  WINDING PASSAGE WA,10600 WINDING PASSAGE WAY,Fort Worth,TX,4
10700 BLOCK  BLUESTONE RD,10700 BLUESTONE RD,Fort Worth,TX,2
10700 BLOCK  EMERALDPARK LN,10700 EMERALDPARK LN,Fort Worth,TX,1
10700 BLOCK  IRISH GLEN TR,10700 IRISH GLEN TR,Fort Worth,TX,2
10700 BLOCK  JACKSBORO HWY,10700 JACKSBORO HWY,Fort Worth,TX,1
10700 BLOCK  LONE PINE LN,10700 LONE PINE LN,Fort Worth,TX,2
10700 BLOCK  TALL OAK DR,10700 TALL OAK DR,Fort Worth,TX,3
10700 BLOCK  VERNA TRL W,10700 VERNA TRL W,Fort Worth,TX,1
10700 BLOCK D CAMP BOWIE WEST BL,10700 CAMP BOWIE WEST BL,Fort Worth,TX,1
10700 BLOCK D SAGINAW BL,10700 SAGINAW BL,Fort Worth,TX,1
10800 BLOCK  AMBLING TRL,10800 AMBLING TRL,Fort Worth,TX,1
10800 BLOCK  DEAUVILLE CIR N,10800 DEAUVILLE CIR N,Fort Worth,TX,2
10800 BLOCK  DEER CREEK DR,10800 DEER CREEK DR,Fort Worth,TX,2
10800 BLOCK  FANDOR ST,10800 FANDOR ST,Fort Worth,TX,2
10800 BLOCK  FAWN VALLEY DR,10800 FAWN VALLEY DR,Fort Worth,TX,1
10800 BLOCK  HAWKS LANDING RD,10800 HAWKS LANDING RD,Fort Worth,TX,1
10800 BLOCK  HORNBY ST,10800 HORNBY ST,Fort Worth,TX,1
10800 BLOCK  IVES ST,10800 IVES ST,Fort Worth,TX,2
10800 BLOCK  RIPPLING BROOK WA,10800 RIPPLING BROOK WAY,Fort Worth,TX,1
10800 BLOCK  RIPPLING BROOK WAY,10800 RIPPLING BROOK WAY,Fort Worth,TX,2
10800 BLOCK  SOUTH FWY,10800 SOUTH FREEWAY,Fort Worth,TX,2
10800 BLOCK  TALL OAK DR,10800 TALL OAK DR,Fort Worth,TX,2
10800 BLOCK  THORNGROVE CT,10800 THORNGROVE CT,Fort Worth,TX,1
10800 BLOCK  TUBE DR,10800 TUBE DR,Fort Worth,TX,1
10800 BLOCK D CAMP BOWIE WEST BL,10800 CAMP BOWIE WEST BL,Fort Worth,TX,2
10800 BLOCK N BEACH ST,10800 N BEACH ST,Fort Worth,TX,5
10900 BLOCK  COLONIAL HEIGHTS LN,10900 COLONIAL HEIGHTS LN,Fort Worth,TX,1
10900 BLOCK  FAWN VALLEY DR,10900 FAWN VALLEY DR,Fort Worth,TX,2
10900 BLOCK  HORNBY ST,10900 HORNBY ST,Fort Worth,TX,2
10900 BLOCK  IRISH GLEN TR,10900 IRISH GLEN TR,Fort Worth,TX,1
10900 BLOCK  RIPPLING BROOK WA,10900 RIPPLING BROOK WAY,Fort Worth,TX,4
10900 BLOCK  SILVER HORN DR,10900 SILVER HORN DR,Fort Worth,TX,2
10900 BLOCK  SOUTH FWY,10900 SOUTH FREEWAY,Fort Worth,TX,1
1100 BLOCK  BELLE PL,1100 BELLE PL,Fort Worth,TX,1
1100 BLOCK  BELZISE TER,1100 BELZISE TER,Fort Worth,TX,1
1100 BLOCK  BENJAMIN ST,1100 BENJAMIN ST,Fort Worth,TX,1
1100 BLOCK  BLACKBURN DR,1100 BLACKBURN DR,Fort Worth,TX,3
1100 BLOCK  BONNIE BRAE ST,1100 BONNIE BRAE ST,Fort Worth,TX,1
1100 BLOCK  BUCK AVE,1100 BUCK AVE,Fort Worth,TX,1
1100 BLOCK  CAMPBELL ST,1100 CAMPBELL ST,Fort Worth,TX,2
1100 BLOCK  CANTRELL SANSOM RD,1100 CANTRELL SANSOM RD,Fort Worth,TX,1
1100 BLOCK  CARLOCK ST,1100 CARLOCK ST,Fort Worth,TX,3
1100 BLOCK  CASTLE SPRINGS RD,1100 CASTLE SPRINGS RD,Fort Worth,TX,3
1100 BLOCK  CASTLE TOP DR,1100 CASTLE TOP DR,Fort Worth,TX,1
1100 BLOCK  COLVIN AVE,1100 COLVIN AVE,Fort Worth,TX,5
1100 BLOCK  CONNER AVE,1100 CONNER AVE,Fort Worth,TX,2
1100 BLOCK  CREST BREEZE DR,1100 CREST BREEZE DR,Fort Worth,TX,1
1100 BLOCK  CROCKETT DR,1100 CROCKETT DR,Fort Worth,TX,1
1100 BLOCK  DRIFTWOOD LN,1100 DRIFTWOOD LN,Fort Worth,TX,1
1100 BLOCK  EAST LOOP 820,1100 EAST LOOP INTERSTATE 820,Fort Worth,TX,76
1100 BLOCK  EDGECLIFF RD,1100 EDGECLIFF RD,Fort Worth,TX,1
1100 BLOCK  ELAINE PL,1100 ELAINE PL,Fort Worth,TX,1
1100 BLOCK  ELMWOOD AVE,1100 ELMWOOD AVE,Fort Worth,TX,1
1100 BLOCK  ELVA WARREN ST,1100 ELVA WARREN ST,Fort Worth,TX,1
1100 BLOCK  EUGENE AV,1100 EUGENE AV,Fort Worth,TX,1
1100 BLOCK  FLATWATER TRL,1100 FLATWATER TRL,Fort Worth,TX,2
1100 BLOCK  FREEMAN ST,1100 FREEMAN ST,Fort Worth,TX,1
1100 BLOCK  GOUNAH ST,1100 GOUNAH ST,Fort Worth,TX,1
1100 BLOCK  GRAINGER ST,1100 GRAINGER ST,Fort Worth,TX,3
1100 BLOCK  GRAND AVE,1100 GRAND AVE,Fort Worth,TX,1
1100 BLOCK  GREENSPOINT CI,1100 GREENSPOINT CI,Fort Worth,TX,1
1100 BLOCK  GREENSPOINT TER,1100 GREENSPOINT TER,Fort Worth,TX,1
1100 BLOCK  HALTOM RD,1100 HALTOM RD,Fort Worth,TX,2
1100 BLOCK  HARPER ST,1100 HARPER ST,Fort Worth,TX,2
1100 BLOCK  HAWTHORNE AV,1100 HAWTHORNE AV,Fort Worth,TX,1
1100 BLOCK  HAYNES AVE,1100 HAYNES AVE,Fort Worth,TX,4
1100 BLOCK  HOMER DR,1100 HOMER DR,Fort Worth,TX,1
1100 BLOCK  HORN TOAD DR,1100 HORN TOAD DR,Fort Worth,TX,1
1100 BLOCK  HURLEY AVE,1100 HURLEY AVE,Fort Worth,TX,1
1100 BLOCK  ILLINOIS AVE,1100 ILLINOIS AVE,Fort Worth,TX,3
1100 BLOCK  IRONWOOD CT,1100 IRONWOOD CT,Fort Worth,TX,1
1100 BLOCK  JACKSBORO HW,1100 JACKSBORO HW,Fort Worth,TX,3
1100 BLOCK  JOEL EAST RD,1100 JOEL EAST RD,Fort Worth,TX,2
1100 BLOCK  JONES ST,1100 JONES ST,Fort Worth,TX,2
1100 BLOCK  KACHINA LN,1100 KACHINA LN,Fort Worth,TX,1
1100 BLOCK  KIRKWALL DR,1100 KIRKWALL DR,Fort Worth,TX,5
1100 BLOCK  LAMAR ST,1100 LAMAR ST,Fort Worth,TX,1
1100 BLOCK  LIMERICK DR,1100 LIMERICK DR,Fort Worth,TX,1
1100 BLOCK  LONG POINTE AV,1100 LONG POINTE AV,Fort Worth,TX,1
1100 BLOCK  LONG POINTE AVE,1100 LONG POINTE AVE,Fort Worth,TX,1
1100 BLOCK  MANSFIELD AV,1100 MANSFIELD AV,Fort Worth,TX,1
1100 BLOCK  MARLBOROUGH DR,1100 MARLBOROUGH DR,Fort Worth,TX,1
1100 BLOCK  MARLOW LN,1100 MARLOW LN,Fort Worth,TX,1
1100 BLOCK  MCKAVETT DR,1100 MCKAVETT DR,Fort Worth,TX,1
1100 BLOCK  MERIWETHER AVE,1100 MERIWETHER AVE,Fort Worth,TX,1
1100 BLOCK  MUSTANG RIDGE DR,1100 MUSTANG RIDGE DR,Fort Worth,TX,3
1100 BLOCK  NEW YORK AVE,1100 NEW YORK AVE,Fort Worth,TX,2
1100 BLOCK  NORTH SOUTH FW,1100 NORTH SOUTH FW,Fort Worth,TX,5
1100 BLOCK  NORTH WAY DR,1100 NORTH WAY DR,Fort Worth,TX,4
1100 BLOCK  NORTHEAST LOOP 820,1100 NORTHEAST LOOP INTERSTATE 820,Fort Worth,TX,11
1100 BLOCK  NORTHWEST LOOP 820 FWY W,1100 NORTHWEST LOOP INTERSTATE 820 820 FREEWAY W,Fort Worth,TX,1
1100 BLOCK  NORTHWEST LOOP 820 WB,1100 NORTHWEST LOOP INTERSTATE 820 820,Fort Worth,TX,1
1100 BLOCK  OAK GLEN CIR,1100 OAK GLEN CIR,Fort Worth,TX,1
1100 BLOCK  OAK GROVE ST,1100 OAK GROVE ST,Fort Worth,TX,2
1100 BLOCK  PICASSO DR,1100 PICASSO DR,Fort Worth,TX,1
1100 BLOCK  REBA CT,1100 REBA CT,Fort Worth,TX,3
1100 BLOCK  REDCLOUD DR,1100 REDCLOUD DR,Fort Worth,TX,3
1100 BLOCK  ROARING SPRINGS RD,1100 ROARING SPRINGS RD,Fort Worth,TX,2
1100 BLOCK  ROPING REINS WA,1100 ROPING REINS WAY,Fort Worth,TX,5
1100 BLOCK  ROSSER ST,1100 ROSSER ST,Fort Worth,TX,1
1100 BLOCK  RUSTICWOOD CT,1100 RUSTICWOOD CT,Fort Worth,TX,2
1100 BLOCK  SANDALWOOD DR,1100 SANDALWOOD DR,Fort Worth,TX,3
1100 BLOCK  SAWMILL PA,1100 SAWMILL PA,Fort Worth,TX,1
1100 BLOCK  SCHIEFFER AV,1100 SCHIEFFER AV,Fort Worth,TX,1
1100 BLOCK  SCOTTS WA,1100 SCOTTS WAY,Fort Worth,TX,1
1100 BLOCK  SCOTTS WAY,1100 SCOTTS WAY,Fort Worth,TX,1
1100 BLOCK  SHARONDALE ST,1100 SHARONDALE ST,Fort Worth,TX,2
1100 BLOCK  SOUTH FRY SR NB,1100 SOUTH FRY SERVICE ROAD,Fort Worth,TX,1
1100 BLOCK  SOUTH FW,1100 SOUTH FW,Fort Worth,TX,1
1100 BLOCK  SOUTHEAST LOOP 820,1100 SOUTHEAST LOOP INTERSTATE 820,Fort Worth,TX,2
1100 BLOCK  SUMMIT AV,1100 SUMMIT AV,Fort Worth,TX,1
1100 BLOCK  SYCAMORE PARK DR,1100 SYCAMORE PARK DR,Fort Worth,TX,1
1100 BLOCK  TAPPANZEE CT,1100 TAPPANZEE CT,Fort Worth,TX,3
1100 BLOCK  TERMINAL RD,1100 TERMINAL RD,Fort Worth,TX,2
1100 BLOCK  THROCKMORTON ST,1100 THROCKMORTON ST,Fort Worth,TX,1
1100 BLOCK  VAN CLIBURN WAY,1100 VAN CLIBURN WAY,Fort Worth,TX,1
1100 BLOCK  VERBENA ST,1100 VERBENA ST,Fort Worth,TX,3
1100 BLOCK  VICKI LN,1100 VICKI LN,Fort Worth,TX,4
1100 BLOCK  WASHINGTON AV,1100 WASHINGTON AV,Fort Worth,TX,2
1100 BLOCK  WASHINGTON AVE,1100 WASHINGTON AVE,Fort Worth,TX,3
1100 BLOCK  WEST FW SR,1100 WEST FW SERVICE ROAD,Fort Worth,TX,1
1100 BLOCK  WEST LOOP 820 SOUTH,1100 WEST LOOP INTERSTATE 820 820 SOUTH,Fort Worth,TX,2
1100 BLOCK  WHITTENBURG DR,1100 WHITTENBURG DR,Fort Worth,TX,2
1100 BLOCK  WILLOW RIDGE RD,1100 WILLOW RIDGE RD,Fort Worth,TX,2
1100 BLOCK  WOODLAND AVE,1100 WOODLAND AVE,Fort Worth,TX,2
1100 BLOCK 1 GRAINGER ST AP,1100 1 GRAINGER ST AP,Fort Worth,TX,1
1100 BLOCK D FOREST PARK BL,1100 FOREST PARK BL,Fort Worth,TX,5
1100 BLOCK E ALLEN AVE,1100 E ALLEN AVE,Fort Worth,TX,1
1100 BLOCK E BERRY ST,1100 E BERRY ST,Fort Worth,TX,1
1100 BLOCK E HATTIE ST,1100 E HATTIE ST,Fort Worth,TX,1
1100 BLOCK E IH 820 FW,1100 E INTERSTATE 820 FW,Fort Worth,TX,1
1100 BLOCK E IH 820 FWY S NB,1100 E INTERSTATE 820 FREEWAY S,Fort Worth,TX,1
1100 BLOCK E MADDOX AVE,1100 E MADDOX AVE,Fort Worth,TX,1
1100 BLOCK E ROBERT ST,1100 E ROBERT ST,Fort Worth,TX,1
1100 BLOCK E TERRELL AVE,1100 E TERRELL AVE,Fort Worth,TX,1
1100 BLOCK IH 20 WB ENTER FM138,1100 INTERSTATE 20 ENTER FM,Fort Worth,TX,1
1100 BLOCK N IH 820 FW,1100 N INTERSTATE 820 FW,Fort Worth,TX,3
1100 BLOCK N MAIN ST,1100 N MAIN ST,Fort Worth,TX,1
1100 BLOCK R WEST HILLS TE,1100 WEST HILLS TE,Fort Worth,TX,1
1100 BLOCK S SAWMILL PA,1100 S SAWMILL PA,Fort Worth,TX,1
1100 BLOCK W DICKSON ST,1100 W DICKSON ST,Fort Worth,TX,1
1100 BLOCK W SEMINARY DR,1100 W SEMINARY DR,Fort Worth,TX,1
11000 BLOCK  BRIAROAKS DR,11000 BRIAROAKS DR,Fort Worth,TX,3
11000 BLOCK  CALDWELL LN,11000 CALDWELL LN,Fort Worth,TX,4
11000 BLOCK  CASTLE OAK LN,11000 CASTLE OAK LN,Fort Worth,TX,1
