NIBRS_Offense_Code,NIBRS_Crime_Against,NIBRS_Offense_Category,NIBRS_Offense_Type,CATEGORY,OFFENSEDESCRIPTION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DISREGARDED POLICE OFFICER
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DISREGARDED STEADY YELLOW SIGNAL
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DISREGARDED STOP AND GO LIGHT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DISREGARDED STOP SIGN
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - DRAG RACING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - DRIVER LICENSE LAW VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - DRIVING ON SUSPENDED, REVOKED, OR DENIED LICENSE CAUSING SERIOUS INJURY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - DRIVING ON SUSPENDED, REVOKED, OR REFUSED LICENSE"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - DROVE ON WRONG SIDE, DIVIDED HIGHWAY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - DROVE ON WRONG SIDE, UNDIVIDED HIGHWAY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - DROVE WRONG WAY, ONE WAY ROAD"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - EXCEEDED FREEWAY SPEED LIMIT - 55 ZONE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - EXCEEDED FREEWAY SPEED LIMIT - 70 ZONE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - EXCEEDED POSTED OR UNPOSTED MAXIMUM SPEED
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - EXCEEDED PRIMA FACIE SPEED LIMIT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - EXCEEDED SPEED LIMIT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO DIM HEADLIGHTS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO MAINTAIN EQUIPMENT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO PROPERLY WEAR SAFETY BELT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO SIGNAL/IMPROPER SIGNAL
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO STOP LEAVING PRIVATE DRIVE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO STOP/YIELD AT SIGNED OR SIGNALIZED RR CROSSING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - FAILED TO TARP
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO YIELD - ALL OTHERS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO YIELD AT SIGNED INTERSECTION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO YIELD OR SHOW DUE CAUTION TO EMERGENCY RESPONSE VEHICLE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO YIELD TO PEDESTRIANS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FAILED TO YIELD WITHIN INTERSECTION LEFT TURN
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - FOLLOWING TOO CLOSELY
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - FURNISH FALSE INFORMATION TO POLICE OFFICER
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - HEADLIGHTS (DEFECTIVE, IMPROPER, OR NONE)"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - ILLEGAL TOWING EQUIPMENT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - IMPROPER LANE DRIVING, MULTIPLE LANE HIGHWAY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER LEFT TURN
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - IMPROPER OVERTAKING ON THE RIGHT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER PARKING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER RIGHT TURN
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER STOP AND TURN ON RED
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER TURN FROM WRONG LANE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - IMPROPER USE OF HANDICAP PERMIT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - INSECURE LOADS AND/OR SPILLING LOADS ON HIGHWAY
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - LET SUSPENDED PERSON OPERATE - CAUSE SERIOUS INJURY
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - LIMITED ACCESS HIGHWAY, DRIVING ACROSS MEDIAN"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - MORE THAN TWO SPOT LIGHTS/FOG LIGHTS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO CHAUFFERS LICENSE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO FLARES OR WARNING DEVICES (TRUCKS OR BUS)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO MOPED LICENSE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO MOTORCYCLE ENDORSEMENT
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO OPERATORS LICENSE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO OPERATORS OR CHAUFFERS LICENSE ON PERSON
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NO PROOF OF INSURANCE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - NOISY MUFFLER AND/OR EXCESSIVE FUMES OR SMOKE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - OBSTRUCTION TO VIEW (NON-TINT VIOLATIONS)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - OTHER HAZARDOUS VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - OTHER IMPROPER TURNING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - OTHER NONHAZARDOUS VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - OTHER PEDESTRIAN VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - OVERTAKING - OTHER
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - PARKED IN HANDICAP SPACE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - PARKING, STOPPING, OR STANDING ON ROADWAY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - PERMITTED UNLICENSED MINOR TO OPERATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - RECKLESS DRIVING
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - REFUSED PRELIMINARY BREATH TEST
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - REGISTRATION LAW VIOLATIONS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - SAFTETY CHAIN VIOLATION/DEFECTIVE TRAILER HITCH
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - TAIL LIGHTS (DEFECTIVE, IMPROPER, OR NONE)"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - TAMPERING WITH IGNITION CONTROL DEVICE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - TITLE LAW VIOLATIONS, CHAPTER II"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - TRANSFER OF TO AVOID IMPOUNDMENT (VEHICLE)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,"TRAFFIC VIOLATIONS - TURN SIGNAL (DEFECTIVE, IMPROPER, OR NONE)"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - UNAUTHORIZED FLASHING LIGHTS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - UNLIGHTED REGISTRATION PLATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,"TRAFFIC VIOLATIONS - VIOLATION OF BASIC SPEED LAW, TOO FAST"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,SOLICITATION,TRAFFIC VIOLATIONS - VIOLATION OF OUT OF SERVICE ORDER (ALCOHOL)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,TRAFFIC VIOLATIONS - WINDSHIELD WIPERS/WASHERS (NONE OR DEFECTIVE)
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,UNAUTHORIZED TRANSPORTATION - HAUL FOR HIRE WITHOUT AUTHORITY
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - INSURANCE - FAIL TO FILE PL AND PD INSURANCE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - INSURANCE - OTHER VIOLATIONS OF COMMISSION RULES
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - FAIL TO SECURE MPSC PLATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - FAILURE TO DISPLAY PROPER SPECIAL ID CARD
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - IMPROPER FEE PAID FOR MPSC PLATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - IMPROPER USE OF MPSC PLATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - MOTOR CARRIER - INTERSTATE REGISTRATION VIOLATION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - NAME AND ACCOUNT RECORDS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - NO MPSC CARD AND/OR PLATE
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,VIOLATION OF RULES - REGISTRATION - PUBLIC INSPECTION OF RECORDS
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,TRAFFIC,WARRANTS - CORPORATE SUMMONS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"ACCIDENTS, ALL OTHER NON-CRIMINAL - AIRCRAFT"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"ACCIDENTS, ALL OTHER NON-CRIMINAL - ALL OTHER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"ACCIDENTS, ALL OTHER NON-CRIMINAL - BOATING"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"ACCIDENTS, ALL OTHER NON-CRIMINAL - OTHER SHOOTING"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"ACCIDENTS, ALL OTHER NON-CRIMINAL - OTHER WATER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,AGGRAVATED ASSAULT,CITIZEN ASSIST
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,CIVIL,CIVIL CUSTODIES - DIVORCE AND SUPPORT
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,CIVIL CUSTODIES - INCAPACITATION
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,CIVIL CUSTODIES - INSANITY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,CIVIL,CIVIL CUSTODIES - WALK AWAY - MENTAL INSTITUTIONS AND HOSPITALS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,CIVIL,CIVIL INFRACTION - ILLEGAL POSSESSION OF ALCOHOLIC LIQUOR
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,TRAFFIC OFFENSES,CIVIL RIGHTS -ALL VIOLATIONS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,FATAL INJURY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"FIRE - ACCIDENT, FIRE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,FIRE - HAZARDOUS CONDITION
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"FIRE - INSPECTION, FIRE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,FIRE - UNDETERMINED FIRES
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,FIRE-SUSPICIOUS FIRES
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,FIRE-SUSPICIOUS FIRES -NOT INVESTIGATED
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"FIRE, ACCIDENT, EXPLOSION"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,JUSTIFIABLE HOMICIDE,HOMICIDE - JUSTIFIABLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MURDER/INFORMATION,INFORMATION
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - BOATS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - CIVIL MATTER DISPUTES - FAMILY TROUBLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - DRUG OVERDOSE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - LOST AND FOUND PROPERTY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"INSPECTIONS/INVESTIGATIONS - MOTOR VEHICLE, VIN, SCHOOL BUS"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - OTHER INSPECTIONS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - PROPERTY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,INSPECTIONS/INVESTIGATIONS - SUSPICIOUS SITUATIONS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,JUSTIFIABLE HOMICIDE,JUSTIFIABLE HOMICIDE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - ABANDONED VEHICLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - GENERAL ASSISTANCE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - GENERAL NON-CRIMINAL
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - GUN BOARD MEETINGS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - IMPOUNDED VEHICLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - INSTRUCTIONAL ACTIVITIES
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - MISSING PERSONS
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - MOVED VEHICLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - NATURAL DEATH
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"MISCELLANEOUS - NATURAL DISASTER (STORMS, FLOODS, ETC)"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - PARTIAL RECOVERY (VEHICLE)
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - PUBLIC RELATIONS ACTIVITIES
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - REPOSSESSED VEHICLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - SUICIDE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS - WANTED VEHICLE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,MISCELLANEOUS CRIMINAL OFFENSE
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,ENVIRONMENT,RUNAWAY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RUNAWAY,RUNAWAY
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RUNAWAY,SOLICITATION
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,TERRORIST ACTIVITY - UNFOUNDED
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - ACCIDENT"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - ACCIDENT, NON-TRAFFIC"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - BREATHALYZER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - BREATHALYZER SERVICE FOR OTHER DEPARTMENT"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - PARKING VIOLATIONS"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - TRAFFIC POLICING"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,"TRAFFIC, NON-CRIMINAL - TRAFFIC VIOLATIONS (CIVIL INFRACTIONS)"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,MISCELLANEOUS,
